Name,Category,Public ID,Weight,Price,Fat,Protein,Carbs,KCal
Персики Красная цена половинки в сиропе,Только в «Пятёрочке» ,db9f63c5-c7d7-4f60-9818-f561e987bfdf,850 g,200,0,1,13,54
Десерт Global Village из яблок с маракуйей 530г,Только в «Пятёрочке» ,5f3a4828-13e3-45f1-af3f-7f09e767edf3,530 g,135,0,0.1,17,70
Тараллини Trattoria Turatti классические 180г,Только в «Пятёрочке» ,b7c8061c-12d8-4574-ab14-ec193b517716,180 g,59,20,9.5,65,480
Сушки Красная цена простые 250 г,Только в «Пятёрочке» ,4ac7d0da-e7a4-4157-a3ff-bdb17126905a,250 g,28,4.5,10,70,360
"Баранки Зерница сдобные, 350г",Только в «Пятёрочке» ,a17409d2-b747-48f9-a958-0179f6ecb9be,350 g,66,8,8.5,62,350
Тараллини Trattoria Turatti с сыром 180г,Только в «Пятёрочке» ,31678bb4-d0db-4ee6-8c15-122889e2bb01,180 g,80,22,10,63,490
"Сушка Зерница Челночок, 250г",Только в «Пятёрочке» ,f360b723-0d9e-4a39-9d65-b1f30fef9224,250 g,58,8,9,72,400
Баранки Зерница Сахарные с маком,Только в «Пятёрочке» ,14a5f301-f438-42d5-a3c2-193216c764ec,350 g,66,4.5,9,67,340
Сушки Зерница мини 150г,Только в «Пятёрочке» ,6d63c128-37d4-4a16-b78b-0aebba0b212f,150 g,38,4,10.5,67,350
Ядра арахиса Красная цена жареные соленые,Только в «Пятёрочке» ,13e6fd05-6298-4dc9-826d-bc91ee44b7c9,80 g,31,50,30,10,610
Орехи Красная цена фисташки неочищенные жареные соленые,Только в «Пятёрочке» ,51a94e63-1508-484e-bf6e-6ddba5b8d5f5,100 g,144,52,22,17,620
Орех Красная цена грецкий 100 г,Только в «Пятёрочке» ,74930279-27ce-4223-a879-1e9d5d06a4f2,100 g,106,64,14.8,13.7,698
Кешью Красная цена жареный,Только в «Пятёрочке» ,bdfb9e6d-46c6-4881-b007-bc9cf06f7b9d,100 g,138,42.2,17.5,30.5,572
Сухофрукты и Орехи Красная Цена 100г,Только в «Пятёрочке» ,981e4ee6-8f3b-4904-925a-099b90274e61,100 g,60,25,12,6,450
Арахис MixBar хрустящий со вкусом сладкий чили,Только в «Пятёрочке» ,e6d6f5ba-ee34-4c5e-b0ae-69615b320e50,100 g,50,27,15,42,490
Фисташки Mixbar жареные соленые,Только в «Пятёрочке» ,c22bcad2-9478-4300-8882-2b62b1df0244,100 g,240,16.4,2.8,16.4,642
Чернослив Красная Цена 100 г,Только в «Пятёрочке» ,8bdd4740-bb26-4a47-b968-c73710c792fd,100 g,53,0.9,2.3,67,277
"Цукаты Mixbar Ананас и папайя, 150г",Только в «Пятёрочке» ,d7a758dc-68d8-4973-ba05-0dc79d64d77a,150 g,140,1,5,90,360
Изюм Красная цена 100г,Только в «Пятёрочке» ,b6b5544b-65ce-4e9d-90b8-a294e7cd6364,100 g,30,0.8,2,72,296
Ядра миндаля Красная цена жареные 100г,Только в «Пятёрочке» ,aa0e3cfc-6b43-4b9d-ae12-6f4be448f25c,100 g,145,55,19,17,640
